level,benchmark,model,distribution,persistence,n,valid,lower_whisker,q1,median,q3,upper_whisker
0.05,ES,GARCH,t4,high,2500,10000,0.4233698515511803,0.461269153352198,0.47468013101327367,0.4865596990495477,0.5242882560705225
0.05,ES,GARCH,t4,high,5000,10000,0.4320184016489122,0.4633136382076419,0.4741163903651717,0.48422951976027206,0.5151468093827245
0.05,ES,GARCH,t4,low,500,9956,0.3730071911113347,0.4504184407188381,0.4759498762196214,0.5023024270145713,0.5799299869901291
0.05,ES,GARCH,t4,low,1000,9990,0.399538255101954,0.45647984476117937,0.47581857386202503,0.4946771967893029,0.551966481112599
0.05,ES,GARCH,t4,low,2500,10000,0.4188898942492684,0.46010877304302705,0.4741015350209882,0.48759930351266995,0.5276995253178309
0.05,ES,GARCH,t4,low,5000,10000,0.4270232580893087,0.4611786216669971,0.4727026661969356,0.48402349730800376,0.518057103694048
0.05,ES,GARCH,t8,high,500,9986,0.3715687192079441,0.4704679562187861,0.5019135706731881,0.536635495940626,0.6358540934635316
0.05,ES,GARCH,t8,high,1000,10000,0.4149887093668078,0.4826432853055248,0.5049661903019409,0.5277891756109565,0.5954082815117386
0.05,ES,GARCH,t8,high,2500,10000,0.4473779067974247,0.4917202478662654,0.5068195999970928,0.5212969141896703,0.5648485237770414
0.05,ES,GARCH,t8,high,5000,10000,0.4620054501010081,0.4954352566855977,0.5075174859455505,0.5177294484423143,0.5510322525883736
0.05,ES,GARCH,t8,low,500,9961,0.3777091095496474,0.477704303672662,0.5095566126939132,0.544408018247019,0.6444404347840206
0.05,ES,GARCH,t8,low,1000,9997,0.417578718791265,0.4866063069047854,0.510080806639887,0.532751263912236,0.6019568077578104
0.05,ES,GARCH,t8,low,2500,10000,0.4484022982846914,0.4933656336477699,0.5090632186959085,0.5233586744899905,0.5682776348295014
0.05,ES,GARCH,t8,low,5000,10000,0.4617792357921327,0.4960461603487648,0.5081005190789627,0.5189329070749886,0.553217830145401
0.05,ES,GJR-GARCH,normal,high,500,9996,0.4054043678574917,0.5086445786331283,0.5424999021478456,0.5778987216353333,0.6817498127151006
0.05,ES,GJR-GARCH,normal,high,1000,10000,0.4575611032582007,0.529504166031985,0.5533223367827271,0.5774787665597136,0.649299673290814
0.05,ES,GJR-GARCH,normal,high,2500,10000,0.5014686423509064,0.545817723887206,0.5602292004000623,0.5754204049058644,0.6196761203741474
0.05,ES,GJR-GARCH,normal,high,5000,10000,0.5214091776989694,0.5530558165300621,0.5630871322391384,0.574160022907726,0.6057848689073743
0.05,ES,GJR-GARCH,normal,low,500,9998,0.4377010378741869,0.531672955148817,0.5610572277592067,0.5944854755958734,0.688465883586582
0.05,ES,GJR-GARCH,normal,low,1000,10000,0.47841129022563,0.5442105336596297,0.5645044572162745,0.5881789750345423,0.6539227857941937
0.05,ES,GJR-GARCH,normal,low,2500,10000,0.5112380195658435,0.5529638136910298,0.5658110202080906,0.5808099293279066,0.6225696534742013
0.05,ES,GJR-GARCH,normal,low,5000,10000,0.526281597225682,0.5568554070817571,0.5664012057937753,0.5773657721671316,0.6080699095571287
0.05,ES,GJR-GARCH,t4,high,500,9997,0.3778029174150303,0.4493016256911867,0.4730216701316978,0.4969786270961923,0.5681875436325589
0.05,ES,GJR-GARCH,t4,high,1000,10000,0.409917626380131,0.4598661869553569,0.47646928194419014,0.4932535068351945,0.5431284853986104
0.05,ES,GJR-GARCH,t4,high,2500,10000,0.4323438645060302,0.466494453187942,0.4783883487658615,0.48934718755860207,0.5234790829080124
0.05,ES,GJR-GARCH,t4,high,5000,10000,0.4412070679165728,0.46898218733321967,0.4788078741131936,0.48750137294960016,0.5144742529017464
0.05,ES,GJR-GARCH,t4,low,500,9998,0.3862357578126099,0.4560393828079183,0.4787389952594864,0.5031132085811418,0.5737045945592182
0.05,ES,GJR-GARCH,t4,low,1000,10000,0.4119834163459944,0.4627648479685188,0.48004961677556923,0.4966598351311325,0.5472953540811799
0.05,ES,GJR-GARCH,t4,low,2500,10000,0.4302782582835888,0.46635565629494274,0.47898602868105045,0.4905088639477872,0.5252124903549195
0.05,ES,GJR-GARCH,t4,low,5000,10000,0.4363833977762982,0.4673401232514086,0.4779912666906006,0.4879993019861841,0.5179449661114055
0.05,ES,GJR-GARCH,t8,high,500,9998,0.3817059321619289,0.47144737137552173,0.5012793948174195,0.5313274406961777,0.6201293069444017
0.05,ES,GJR-GARCH,t8,high,1000,10000,0.4230910925919955,0.48520889000822515,0.506015102593224,0.5266966168424587,0.5887448880341017
0.05,ES,GJR-GARCH,t8,high,2500,10000,0.455362394611296,0.49523500076393706,0.5089828740845008,0.5218778431416653,0.5617966742316949
0.05,ES,GJR-GARCH,t8,high,5000,10000,0.4695492100797814,0.4991839865034853,0.5099208695484494,0.5190093413203369,0.5486762887968247
0.05,ES,GJR-GARCH,t8,low,500,9998,0.3981163229546333,0.48374908757316154,0.5120964044268917,0.5414538337975201,0.6276979318720216
0.05,ES,GJR-GARCH,t8,low,1000,10000,0.4317752242594106,0.49229524519103335,0.5128065737741232,0.5327753105134885,0.593469548416032
0.05,ES,GJR-GARCH,t8,low,2500,10000,0.4583875270604624,0.4980273416686044,0.5117357463289601,0.5245396196588981,0.5641901175525292
0.05,ES,GJR-GARCH,t8,low,5000,10000,0.4697138329300853,0.5000974264242941,0.5110216953168145,0.5204203319917283,0.5508339529071415
