ticker,date,window_start,window_end,window_size,garch_omega,garch_alpha1,garch_beta1,garch_gamma,realized_return,sigma,xi,xi_lo,xi_hi,ce,ce_se,ce_lo,ce_hi,ci_level,xp_fixed_tau,xp_fixed,xp_fixed_se,xp_fixed_lo,xp_fixed_hi,xp_fixed_alpha,es_01_alpha,es_01,es_01_se,es_01_lo,es_01_hi,es_01_var,es_01_var_se,var_alpha,var,var_se,var_lo,var_hi,es_alpha,es_var,es_var_se,es,es_se,es_lo,es_hi,tau_alpha,omega_alpha,alpha_tau,exception_var,exception_ce,exception_xp_fixed
BTC,2019-09-24,2016-12-28,2019-09-23,1000,1.089146572,0.1208986428,0.8182719735,0.01620976342,-12.09936495,2.87726243,-2.885353499,-3.315891392,-2.454815607,-8.30191922,0.9324009489,-10.1293915,-6.474446942,0.95,0.01,-5.825989629,0.5827679164,-6.968193756,-4.683785501,0.029,0.01,-10.2027721,1.142315948,-12.44167022,-7.963873985,-8.30191922,0.8185290628,0.01,-8.30191922,0.8185290628,-9.906206704,-6.697631737,0.025,-6.085582914,0.5546634568,-8.352136704,0.8539370511,-10.02582257,-6.678450839,0.002009211518,496.7076783,0.01,true,true,true
BTC,2019-09-25,2016-12-29,2019-09-24,1000,1.283898804,0.1202457422,0.8046213256,0.0287067059,-1.561601537,5.503108278,-2.880099329,-3.270947082,-2.489251577,-15.84949846,2.501586254,-20.75251742,-10.9464795,0.95,0.01,-11.32712132,1.747769971,-14.75268752,-7.901555126,0.027,0.01,-19.94397477,3.241644294,-26.29748084,-13.5904687,-15.84949846,2.442524433,0.01,-15.84949846,2.442524433,-20.63675838,-11.06223854,0.025,-11.90243193,1.79228997,-16.23771,2.518818518,-21.17450358,-11.30091642,0.002270060604,439.5168735,0.01,false,false,false
BTC,2019-09-26,2016-12-30,2019-09-25,1000,1.256305496,0.118557043,0.8078483091,0.02701235914,-4.433175093,5.063005796,-2.895409127,-3.285537863,-2.505280391,-14.65947319,1.996811015,-18.57315087,-10.74579552,0.95,0.01,-10.43691148,1.382841181,-13.14723039,-7.726592565,0.027,0.01,-18.38236985,2.597691778,-23.47375217,-13.29098752,-14.65947319,1.93952289,0.01,-14.65947319,1.93952289,-18.46086821,-10.85807818,0.025,-10.96509872,1.400729966,-14.96326749,1.992351468,-18.86820461,-11.05833036,0.002232169615,446.9946296,0.01,false,false,false
BTC,2019-09-27,2016-12-31,2019-09-26,1000,1.247177162,0.1179030448,0.8086971371,0.02693021981,1.623387232,4.974977651,-2.907247733,-3.331332631,-2.483162835,-14.4634925,1.889057138,-18.16597645,-10.76100854,0.95,0.01,-10.26460792,1.258176211,-12.73058798,-7.798627862,0.027,0.01,-18.07866497,2.379339078,-22.74208387,-13.41524607,-14.4634925,1.776006964,0.01,-14.4634925,1.776006964,-17.94440218,-10.98258281,0.025,-10.7751631,1.264281214,-14.71631661,1.814788557,-18.27323682,-11.1593964,0.002197492688,454.0640852,0.01,false,false,false
BTC,2019-09-28,2017-01-01,2019-09-27,1000,1.236013931,0.117236951,0.8098150971,0.02609979252,-0.07189659749,4.632248319,-2.912095808,-3.336833025,-2.487358591,-13.48955091,1.577986408,-16.58234744,-10.39675438,0.95,0.01,-9.569477604,1.033056377,-11.5942309,-7.54472431,0.027,0.01,-16.85849116,1.981373704,-20.74191226,-12.97507006,-13.48955091,1.451443788,0.01,-13.48955091,1.451443788,-16.33432846,-10.64477336,0.025,-10.03856231,1.015909416,-13.72115278,1.485057573,-16.63181214,-10.81049342,0.002195572551,454.4620614,0.01,false,false,false
BTC,2019-09-29,2017-01-02,2019-09-28,1000,1.230723184,0.1164710672,0.8104485454,0.02580565507,-1.733726854,4.307449675,-2.918226626,-3.341876989,-2.494576263,-12.57011433,1.368699223,-15.25271552,-9.887513149,0.95,0.01,-8.917844938,0.8865510564,-10.65545308,-7.180236797,0.027,0.01,-15.72719686,1.719970294,-19.09827669,-12.35611703,-12.57011433,1.247354536,0.01,-12.57011433,1.247354536,-15.0148843,-10.12534436,0.025,-9.344139678,0.8585446093,-12.78639989,1.274529756,-15.28443231,-10.28836747,0.002208829643,451.7284406,0.01,false,false,false
BTC,2019-09-30,2017-01-03,2019-09-29,1000,1.232967507,0.1164685003,0.8098995529,0.02587913352,2.313580396,4.081859205,-2.919903151,-3.343733318,-2.496072984,-11.91863356,1.26274682,-14.39357184,-9.443695268,0.95,0.01,-8.46503005,0.8139622399,-10.06036673,-6.869693375,0.027,0.01,-14.93481006,1.58985738,-18.05087327,-11.81874686,-11.91863356,1.145816611,0.01,-11.91863356,1.145816611,-14.16439285,-9.672874266,0.025,-8.868048996,0.7843720234,-12.13538043,1.170698725,-14.42990776,-9.840853089,0.002226378583,448.1599082,0.009,false,false,false
BTC,2019-10-01,2017-01-04,2019-09-30,1000,1.241565179,0.1168482973,0.808528642,0.02636786507,0.5939522649,3.914352331,-2.919514671,-3.306020538,-2.533008803,-11.42800906,1.078637902,-13.5421005,-9.313917617,0.95,0.01,-8.12905724,0.728803432,-9.557485719,-6.700628762,0.027,0.01,-14.34873328,1.439563948,-17.17022677,-11.52723978,-11.42800906,1.021284601,0.01,-11.42800906,1.021284601,-13.42969009,-9.426328021,0.025,-8.519891078,0.6903975278,-11.65304862,1.043350212,-13.69797746,-9.608119778,0.00224843075,443.7546362,0.01,false,false,false
BTC,2019-10-02,2017-01-05,2019-10-01,1000,1.220665771,0.1109787533,0.8124071547,0.03057944383,0.5947039319,3.714406943,-2.96565763,-3.491613565,-2.439701695,-11.01565929,1.23706828,-13.44026856,-8.591050016,0.95,0.01,-7.953804539,0.7740591086,-9.470932514,-6.436676564,0.025,0.01,-14.52492011,1.640878021,-17.74098193,-11.30885828,-11.01565929,1.133167262,0.01,-11.01565929,1.133167262,-13.23662631,-8.794692268,0.025,-8.076729369,0.6639988994,-11.40594026,1.116046586,-13.59335137,-9.218529145,0.002805789705,355.4058983,0.009,false,false,false
BTC,2019-10-03,2017-01-06,2019-10-02,1000,1.161710145,0.1066786181,0.8206620764,0.02740944726,-1.597938662,3.544138581,-2.991257443,-3.469898062,-2.512616824,-10.60143091,1.148933138,-12.85329848,-8.349563338,0.95,0.01,-7.618507064,0.74900614,-9.086532123,-6.150482006,0.025,0.01,-13.97349729,1.519898319,-16.95244325,-10.99455132,-10.60143091,1.211006499,0.01,-10.60143091,1.211006499,-12.97496003,-8.227901786,0.025,-7.67249012,0.6517075514,-10.93059386,1.083054749,-13.05334216,-8.807845557,0.002799960027,356.1479559,0.009,false,false,false
BTC,2019-10-04,2017-01-07,2019-10-03,1000,1.09687455,0.1003395795,0.8321615158,0.02086692491,-0.6565426083,3.453858633,-2.909064108,-3.420802517,-2.397325698,-10.04749618,1.249028507,-12.49554707,-7.599445295,0.95,0.01,-7.383421264,0.7938217971,-8.939283396,-5.827559131,0.024,0.01,-13.78465578,1.818680897,-17.34920484,-10.22010672,-10.04749618,1.049719029,0.01,-10.04749618,1.049719029,-12.10490768,-7.990084692,0.025,-7.223411791,0.602345563,-10.5990525,1.151342103,-12.85564155,-8.342463441,0.003267221209,305.0704911,0.01,false,false,false
BTC,2019-10-05,2017-01-08,2019-10-04,1000,1.116223009,0.103209846,0.8281558171,0.02123777407,-0.6656196328,3.311505634,-2.904689188,-3.41979534,-2.389583036,-9.618894612,1.223140618,-12.01620617,-7.221583052,0.95,0.01,-7.091631213,0.7801547865,-8.620706497,-5.56255593,0.024,0.01,-13.24174047,1.787519945,-16.74521518,-9.738265756,-9.618894612,1.025058624,0.01,-9.618894612,1.025058624,-11.6279726,-7.609816626,0.025,-6.913844367,0.6003828843,-10.17944783,1.137561429,-12.40902727,-7.949868403,0.003308528544,301.249168,0.01,false,false,false
BTC,2019-10-06,2017-01-09,2019-10-05,1000,1.143310579,0.1066216529,0.8231297406,0.0219192547,-2.024210447,3.182235347,-2.897415244,-3.462969711,-2.331860777,-9.220257204,1.267000193,-11.70353195,-6.736982457,0.95,0.01,-6.824453817,0.765989813,-8.325766263,-5.323141371,0.024,0.01,-12.74111154,1.755519818,-16.18186716,-9.300355924,-9.220257204,0.9988781126,0.01,-9.220257204,0.9988781126,-11.17802233,-7.262492079,0.025,-6.630106339,0.5965712611,-9.795492852,1.122377651,-11.99531262,-7.595673079,0.003354237232,297.1303739,0.009,false,false,false
BTC,2019-10-07,2017-01-10,2019-10-06,1000,1.174731392,0.1100332924,0.8178015572,0.02288192048,3.172260496,3.147159525,-2.888105671,-3.410842365,-2.365368977,-9.089329269,1.169594532,-11.38169243,-6.796966111,0.95,0.01,-6.759487982,0.741699269,-8.213191837,-5.305784127,0.024,0.01,-12.62337329,1.72629783,-16.00685486,-9.239891717,-9.089329269,0.9499348985,0.01,-9.089329269,0.9499348985,-10.95116746,-7.227491081,0.025,-6.565140665,0.5682234488,-9.70181251,1.086648137,-11.83160372,-7.572021298,0.003414974716,291.8279367,0.01,false,false,false
BTC,2019-10-08,2017-01-11,2019-10-07,1000,1.212193006,0.1132465283,0.812145734,0.02450501938,-0.2044364982,3.214164407,-2.875412807,-3.472505844,-2.278319769,-9.242049499,1.09090479,-11.3801836,-7.1039154,0.95,0.01,-6.904988458,0.6626123118,-8.203684725,-5.606292191,0.024,0.01,-12.89317876,1.626243687,-16.08055782,-9.705799703,-9.242049499,0.8117326806,0.01,-9.242049499,0.8117326806,-10.83301632,-7.65108268,0.025,-6.738017049,0.4540545094,-9.911828567,0.9634702188,-11.8001955,-8.023461638,0.003468138956,287.3390812,0.01,false,false,false
BTC,2019-10-09,2017-01-12,2019-10-08,1000,1.153407312,0.1084222375,0.8187651804,0.0288007905,4.362860416,3.110007377,-2.850806073,-3.294161989,-2.407450156,-8.866027916,0.9019720339,-10.63386062,-7.098195214,0.95,0.01,-6.309052422,0.5397029958,-7.366850856,-5.251253988,0.028,0.01,-11.35269133,1.143688146,-13.59427891,-9.111103755,-8.866027916,0.7946944195,0.01,-8.866027916,0.7946944195,-10.42360036,-7.308455475,0.025,-6.502323355,0.4616869844,-9.051881575,0.7948178168,-10.60969587,-7.49406728,0.002459209448,405.6347423,0.009,false,false,false
BTC,2019-10-10,2017-01-13,2019-10-09,1000,1.156749635,0.1083692936,0.818738667,0.02887708715,-0.1078627298,3.339457212,-2.847852776,-3.291266917,-2.404438635,-9.510282493,0.8978140736,-11.26996574,-7.750599244,0.95,0.01,-6.770299991,0.5186337068,-7.786803378,-5.753796605,0.028,0.01,-12.18173586,1.135943455,-14.40814412,-9.955327595,-9.510282493,0.7697149207,0.01,-9.510282493,0.7697149207,-11.01889602,-8.00166897,0.025,-6.975865678,0.417127479,-9.714023263,0.7678907506,-11.21906148,-8.208985047,0.002462709098,405.056891,0.009,false,false,false
BTC,2019-10-11,2017-01-14,2019-10-10,1000,1.159950676,0.1088575723,0.8178806145,0.0291681299,-3.131474096,3.20476037,-2.85113241,-3.294464768,-2.407800052,-9.137196158,0.8753645665,-10.85287918,-7.421513135,0.95,0.01,-6.501402311,0.5102429294,-7.501460076,-5.501344546,0.028,0.01,-11.6953423,1.107724218,-13.86644187,-9.524242727,-9.137196158,0.7580255578,0.01,-9.137196158,0.7580255578,-10.62289895,-7.651493366,0.025,-6.703810963,0.4181337694,-9.327074179,0.7540446598,-10.80497455,-7.849173803,0.002455334498,406.2764834,0.009,false,false,false
BTC,2019-10-12,2017-01-15,2019-10-11,1000,1.171026449,0.1097658148,0.8163005851,0.02956924281,0.1776750438,3.303928736,-2.852075602,-3.294968717,-2.409182488,-9.42305454,0.8877678846,-11.16304762,-7.68306146,0.95,0.01,-6.703371413,0.513871111,-7.710540284,-5.696202543,0.028,0.01,-12.05394025,1.122174211,-14.25336129,-9.854519211,-9.42305454,0.7665227826,0.01,-9.42305454,0.7665227826,-10.92541159,-7.920697493,0.025,-6.918392258,0.416572474,-9.615919758,0.7592274081,-11.10397813,-8.127861382,0.002449166332,407.3021993,0.009,false,false,false
BTC,2019-10-13,2017-01-16,2019-10-12,1000,1.179803737,0.1107656573,0.8146985896,0.02983168507,-0.1866997061,3.173017211,-2.855252778,-3.297925539,-2.412580017,-9.059766205,0.8687475351,-10.76248009,-7.357052325,0.95,0.01,-6.441293262,0.5080953974,-7.437141942,-5.445444582,0.028,0.01,-11.58002555,1.098350984,-13.73275392,-9.42729718,-9.059766205,0.7581138539,0.01,-9.059766205,0.7581138539,-10.54564206,-7.573890356,0.025,-6.655806876,0.4209666851,-9.239858509,0.748857639,-10.70759251,-7.772124507,0.002440416504,408.7661191,0.009,false,false,false
BTC,2019-10-14,2017-01-17,2019-10-13,1000,1.189726009,0.1118969617,0.8129176112,0.03013772249,0.6430502888,3.060281999,-2.8585197,-3.299342019,-2.417697381,-8.747876383,0.8651091423,-10.44345914,-7.052293621,0.95,0.01,-6.215939907,0.5139207775,-7.223206122,-5.208673692,0.028,0.01,-11.17155347,1.093390933,-13.31456032,-9.028546619,-8.747876383,0.7650766182,0.01,-8.747876383,0.7650766182,-10.247399,-7.248353766,0.025,-6.431075239,0.4377608391,-8.916055028,0.7542908897,-10.39443801,-7.437672051,0.002431042786,410.3461128,0.009,false,false,false
BTC,2019-10-15,2017-01-18,2019-10-14,1000,1.168935922,0.1150304658,0.8137145807,0.02567115655,-2.042493373,2.966827544,-2.865626085,-3.271914976,-2.459337195,-8.5018184,0.8114427895,-10.09221704,-6.911419757,0.95,0.01,-6.034173501,0.5191485081,-7.05168588,-5.016661123,0.028,0.01,-10.85544286,1.093130222,-12.99793872,-8.712946993,-8.5018184,0.7695892847,0.01,-8.5018184,0.7695892847,-10.01018568,-6.99345112,0.025,-6.225990735,0.4450769578,-8.653919663,0.7608565977,-10.14517119,-7.162668134,0.0024321353,410.1613363,0.01,false,false,false
BTC,2019-10-16,2017-01-19,2019-10-15,1000,1.169947182,0.1149966462,0.8135392027,0.02609562004,-1.942389194,2.986373835,-2.866125393,-3.308962752,-2.423288035,-8.559321883,0.8659028152,-10.25646022,-6.862183551,0.95,0.01,-6.073059333,0.517789971,-7.087909028,-5.058209638,0.028,0.01,-10.92485229,1.092081599,-13.0652929,-8.784411692,-8.559321883,0.7693513655,0.01,-8.559321883,0.7693513655,-10.06722285,-7.051420915,0.025,-6.269276646,0.4427285547,-8.709900699,0.7588255823,-10.19717151,-7.222629887,0.002427749827,410.9040558,0.01,false,false,false
BTC,2019-10-17,2017-01-20,2019-10-16,1000,1.168929075,0.1150368605,0.8136366368,0.02585865073,0.6981979739,2.992516346,-2.866241614,-3.272386266,-2.460096962,-8.577274883,0.816619082,-10.17781887,-6.976730893,0.95,0.01,-6.08725879,0.5223377786,-7.111022024,-5.063495556,0.028,0.01,-10.94924333,1.100333003,-13.10585639,-8.792630274,-8.577274883,0.7754237789,0.01,-8.577274883,0.7754237789,-10.09707756,-7.057472203,0.025,-6.281339875,0.4478302946,-8.729014285,0.7656936765,-10.22974631,-7.228282255,0.002430252417,410.4798911,0.01,false,false,false
BTC,2019-10-18,2017-01-21,2019-10-17,1000,1.165961074,0.1151056483,0.8137783677,0.02558215498,-1.625994008,2.915633789,-2.867816226,-3.311095103,-2.424537349,-8.361501888,0.8713589932,-10.06933413,-6.653669644,0.95,0.01,-5.932782675,0.526864786,-6.965418681,-4.90014667,0.028,0.01,-10.67325446,1.099328872,-12.82789946,-8.518609466,-8.361501888,0.7794254274,0.01,-8.361501888,0.7794254274,-9.889147655,-6.833856122,0.025,-6.120737017,0.4575212545,-8.508105995,0.7708540353,-10.01895214,-6.997259848,0.002429360761,410.630918,0.01,false,false,false
BTC,2019-10-19,2017-01-22,2019-10-18,1000,1.162051983,0.1155314516,0.8139599673,0.0248586387,0.1923725744,2.905635783,-2.869245966,-3.276031447,-2.462460485,-8.336983747,0.8223069759,-9.948675804,-6.725291691,0.95,0.01,-5.915528898,0.5297610614,-6.953841499,-4.877216297,0.028,0.01,-10.64205624,1.103772051,-12.80540971,-8.478702774,-8.336983747,0.783585932,0.01,-8.336983747,0.783585932,-9.872783953,-6.801183542,0.025,-6.097503879,0.4611032436,-8.481858216,0.7756370433,-10.00207889,-6.961637546,0.00243095436,410.3610755,0.01,false,false,false
BTC,2019-10-20,2017-01-23,2019-10-19,1000,1.157384317,0.115623722,0.8141961705,0.02453715696,2.881240367,2.832551408,-2.871618992,-3.315661061,-2.427576923,-8.134008418,0.8773420896,-9.853567316,-6.414449521,0.95,0.01,-5.769433552,0.5367402279,-6.821425067,-4.717442036,0.028,0.01,-10.38108765,1.107776032,-12.55228878,-8.209886528,-8.134008418,0.7921780804,0.01,-8.134008418,0.7921780804,-9.686648925,-6.581367912,0.025,-5.945054491,0.4735937191,-8.272490592,0.7849126764,-9.810891169,-6.734090016,0.002429023579,410.688058,0.01,false,false,false
BTC,2019-10-21,2017-01-24,2019-10-20,1000,1.159189616,0.1154566049,0.8142283313,0.02461651975,0.2628793272,2.942533956,-2.869939289,-3.276982027,-2.462896551,-8.444893809,0.818995434,-10.05009536,-6.839692255,0.95,0.01,-5.991222792,0.5255767027,-7.021334201,-4.961111384,0.028,0.01,-10.78088538,1.101232492,-12.9392614,-8.622509355,-8.444893809,0.778788658,0.01,-8.444893809,0.778788658,-9.97129153,-6.918496088,0.025,-6.174354099,0.4530850387,-8.591757953,0.7703988286,-10.10171191,-7.081803996,0.00243116572,410.3253128,0.01,false,false,false
BTC,2019-10-22,2017-01-25,2019-10-21,1000,1.154504406,0.1153347952,0.8143790112,0.02516376073,-2.028232137,2.863704731,-2.87331453,-3.280036346,-2.466592715,-8.228324415,0.8163942267,-9.828427696,-6.628221133,0.95,0.01,-5.831062883,0.527106594,-6.864172823,-4.797952942,0.028,0.01,-10.49451816,1.09401486,-12.63874788,-8.350288432,-8.228324415,0.7814748266,0.01,-8.228324415,0.7814748266,-9.75998693,-6.6966619,0.025,-6.013046048,0.4606082288,-8.363666385,0.7712424568,-9.875273824,-6.852058946,0.002419404364,412.3248725,0.01,false,false,false
BTC,2019-10-23,2017-01-26,2019-10-22,1000,1.152076354,0.115300131,0.814561327,0.02506164795,-7.23121027,2.899161091,-2.874207141,-3.317943379,-2.430470903,-8.332789511,0.8746145977,-10.04700262,-6.6185764,0.95,0.01,-5.905111714,0.5305364815,-6.944944111,-4.865279318,0.028,0.01,-10.62703573,1.102992173,-12.78886066,-8.465210795,-8.332789511,0.7875997889,0.01,-8.332789511,0.7875997889,-9.876456732,-6.789122291,0.025,-6.08754152,0.4625177911,-8.468734366,0.7767982829,-9.991231024,-6.946237708,0.002419555722,412.2990163,0.009,false,false,true
BTC,2019-10-24,2017-01-27,2019-10-23,1000,1.191507803,0.1146318335,0.8129440705,0.02633962073,-0.282288017,3.937684814,-2.851320006,-3.293982499,-2.408657513,-11.22759949,1.43300768,-14.03624293,-8.418956044,0.95,0.01,-8.040573583,0.9118875152,-9.827840271,-6.253306895,0.029,0.01,-14.3628725,1.820819788,-17.93161371,-10.7941313,-11.22759949,1.303718267,0.01,-11.22759949,1.303718267,-13.78284034,-8.672358636,0.025,-8.256258508,0.8636293326,-11.52343945,1.340506382,-14.15078368,-8.896095219,0.002456198901,406.1331517,0.009,false,false,false
BTC,2019-10-25,2017-01-28,2019-10-24,1000,1.179785588,0.1140699188,0.8144650582,0.02503129684,14.47610939,3.705866609,-2.851010889,-3.294955491,-2.407066288,-10.56546606,1.213066914,-12.94303352,-8.187898595,0.95,0.01,-7.572069067,0.7459482386,-9.034100749,-6.110037385,0.029,0.01,-13.53121746,1.541401574,-16.55230903,-10.51012589,-10.56546606,1.071879408,0.01,-10.56546606,1.071879408,-12.66631109,-8.464621022,0.025,-7.7652441,0.6848069434,-10.85283121,1.107431589,-13.02335724,-8.68230518,0.002469114435,404.0035048,0.009,false,false,false
BTC,2019-10-26,2017-01-29,2019-10-25,1000,1.345656064,0.1183583729,0.7967616587,0.04275677987,6.528433389,6.154358311,-2.789817547,-3.229009882,-2.350625211,-17.16953681,2.894419462,-22.84249471,-11.4965789,0.95,0.01,-12.43991487,1.96920567,-16.29948706,-8.580342679,0.028,0.01,-22.15407326,3.725750152,-29.45640937,-14.85173714,-17.16953681,2.73304254,0.01,-17.16953681,2.73304254,-22.52620175,-11.81287186,0.025,-13.02122884,1.987125376,-17.81527092,2.830568263,-23.36308277,-12.26745907,0.002548431225,391.3982685,0.009,false,false,false
BTC,2019-10-27,2017-01-30,2019-10-26,1000,1.352349251,0.1188007572,0.7960046966,0.04290967316,3.264079601,6.053950136,-2.790561537,-3.229355104,-2.35176797,-16.8939204,2.619994268,-22.0290148,-11.75882599,0.95,0.01,-12.23305444,1.760634373,-15.6838344,-8.782274482,0.028,0.01,-21.78704414,3.370981604,-28.39404667,-15.1800416,-16.8939204,2.450090219,0.01,-16.8939204,2.450090219,-21.69600899,-12.09183181,0.025,-12.81179734,1.764723602,-17.52142058,2.533925929,-22.48782414,-12.55501703,0.002541540925,392.4620884,0.01,false,false,false
BTC,2019-10-28,2017-01-31,2019-10-27,1000,1.352980617,0.1177669951,0.796382862,0.04362025623,-3.143267651,5.624973638,-2.790336583,-3.228490679,-2.352182487,-15.69556972,2.170246044,-19.9491738,-11.44196564,0.95,0.01,-11.36528664,1.42837699,-14.1648541,-8.565719186,0.028,0.01,-20.23826348,2.780993391,-25.68891037,-14.78761659,-15.69556972,1.98478216,0.01,-15.69556972,1.98478216,-19.58567127,-11.80546817,0.025,-11.90600985,1.405307457,-16.27918172,2.050482147,-20.29805288,-12.26031056,0.002539174909,392.8287184,0.01,false,false,false
BTC,2019-10-29,2017-02-01,2019-10-28,1000,1.346904529,0.1177184922,0.7971670203,0.04273380151,1.836281192,5.307566098,-2.788064512,-3.227116111,-2.349012912,-14.79783668,1.793245051,-18.3125324,-11.28314097,0.95,0.01,-10.73830669,1.141162605,-12.9749443,-8.501669085,0.028,0.01,-19.09893584,2.295623769,-23.59827575,-14.59959593,-14.79783668,1.575887997,0.01,-14.79783668,1.575887997,-17.8865204,-11.70915296,0.025,-11.2234409,1.092483924,-15.37918158,1.641753956,-18.59696021,-12.16140296,0.002551959287,390.8557811,0.009,false,false,false
BTC,2019-10-30,2017-02-02,2019-10-29,1000,1.347954937,0.1167453484,0.7975017944,0.04334691093,-2.382509572,4.911418229,-2.78783121,-3.190509229,-2.385153191,-13.69220502,1.468558916,-16.57052761,-10.81388244,0.95,0.01,-9.939056655,0.9637216794,-11.82791644,-8.050196873,0.028,0.01,-17.66950114,1.979863826,-21.54996293,-13.78903934,-13.69220502,1.330086289,0.01,-13.69220502,1.330086289,-16.29912625,-11.0852838,0.025,-10.38727686,0.9057022938,-14.23383598,1.388059768,-16.95438313,-11.51328883,0.002550654687,391.0562062,0.01,false,false,false
BTC,2019-10-31,2017-02-03,2019-10-30,1000,1.352083658,0.1162416281,0.7973181076,0.04395404851,-0.06673727617,4.631182261,-2.788452629,-3.190609735,-2.386295522,-12.91383235,1.293993628,-15.45001326,-10.37765144,0.95,0.01,-9.37644715,0.8360031717,-11.01498326,-7.737911043,0.028,0.01,-16.6576886,1.754799695,-20.0970328,-13.2183444,-12.91383235,1.15284577,0.01,-12.91383235,1.15284577,-15.17336854,-10.65429616,0.025,-9.798412161,0.7706622207,-13.42582347,1.20574392,-15.78903813,-11.06260881,0.002546848677,391.6420949,0.01,false,false,false
BTC,2019-11-01,2017-02-04,2019-10-31,1000,1.360711347,0.1158384203,0.7965781836,0.04494317336,0.6664947064,4.288570053,-2.790538672,-3.227642149,-2.353435195,-11.96742058,1.280038662,-14.47625026,-9.458590903,0.95,0.01,-8.686192777,0.7823384775,-10.21954802,-7.152837538,0.028,0.01,-15.42185056,1.634073573,-18.62457591,-12.21912521,-11.96742058,1.080067713,0.01,-11.96742058,1.080067713,-14.0843144,-9.850526763,0.025,-9.082216233,0.7257475082,-12.43594189,1.127788768,-14.64636726,-10.22551652,0.002536447203,393.2522434,0.01,false,false,false
BTC,2019-11-02,2017-02-05,2019-11-01,1000,1.374510946,0.1158184249,0.7951064973,0.04624164226,0.6845382329,3.998405069,-2.794118994,-3.229758841,-2.358479146,-11.17201955,1.232351058,-13.58738324,-8.756655857,0.95,0.01,-8.100416809,0.7645781948,-9.598962534,-6.601871084,0.028,0.01,-14.37450753,1.572395355,-17.4563458,-11.29266926,-11.17201955,1.059518956,0.01,-11.17201955,1.059518956,-13.24863854,-9.095400553,0.025,-8.480243772,0.7207247205,-11.59599059,1.100612367,-13.75315119,-9.43882999,0.002519242605,395.9447,0.009,false,false,false
BTC,2019-11-03,2017-02-06,2019-11-02,1000,1.39224178,0.1160940416,0.7930502418,0.04788320488,-0.9629700847,3.748616972,-2.798913713,-3.197109618,-2.400717809,-10.49205545,1.138712335,-12.72389061,-8.260220283,0.95,0.01,-7.596564022,0.7543132547,-9.074990834,-6.118137209,0.028,0.01,-13.47211046,1.52679002,-16.46456391,-10.47965701,-10.49205545,1.048665848,0.01,-10.49205545,1.048665848,-12.54740274,-8.436708155,0.025,-7.96569277,0.7230514672,-10.87507063,1.084580345,-13.00080905,-8.749332217,0.0024956482,399.6975022,0.01,false,false,false
BTC,2019-11-04,2017-02-07,2019-11-03,1000,1.413483365,0.116760549,0.7904695168,0.04955463403,1.901152585,3.549097728,-2.80452654,-3.200836796,-2.408216283,-9.953538771,1.096560357,-12.10275758,-7.804319965,0.95,0.01,-7.194172523,0.7302707249,-8.625476843,-5.762868204,0.028,0.01,-12.75125834,1.464836495,-15.62228512,-9.880231571,-9.953538771,1.020855752,0.01,-9.953538771,1.020855752,-11.95437928,-7.952698264,0.025,-7.55786828,0.706342216,-10.29713093,1.048372931,-12.35190412,-8.242357744,0.002470431528,403.7875801,0.01,false,false,false
BTC,2019-11-05,2017-02-08,2019-11-04,1000,1.431115372,0.1175437205,0.7882620464,0.05075050413,-0.747371531,3.4245134,-2.80894627,-3.239182941,-2.378709599,-9.619274142,1.089362049,-11.75438452,-7.484163761,0.95,0.01,-6.949100699,0.6888778585,-8.299276491,-5.598924906,0.028,0.01,-12.30082912,1.38463261,-15.01465917,-9.58699907,-9.619274142,0.9606791736,0.01,-9.619274142,0.9606791736,-11.50217072,-7.736377561,0.025,-7.304419827,0.6674691634,-9.94620751,0.9892007131,-11.88500528,-8.007409739,0.002450588416,407.0652603,0.01,false,false,false
BTC,2019-11-06,2017-02-09,2019-11-05,1000,1.455041372,0.1185102287,0.7852407511,0.05260430322,0.1962481459,3.269235894,-2.81523721,-3.207771146,-2.422703275,-9.203674537,0.9928914364,-11.14970599,-7.257643081,0.95,0.01,-6.634074506,0.6620438743,-7.931656655,-5.336492356,0.028,0.01,-11.73965139,1.319444667,-14.32571542,-9.153587366,-9.203674537,0.927958654,0.01,-9.203674537,0.927958654,-11.02244008,-7.384908996,0.025,-6.989577933,0.6428920305,-9.493806074,0.9457896477,-11.34751972,-7.640092428,0.002422601354,411.7794276,0.01,false,false,false
BTC,2019-11-07,2017-02-10,2019-11-06,1000,1.468988497,0.119291925,0.7822637884,0.05771268741,-1.0018996,3.122583125,-2.824746195,-3.247806691,-2.401685699,-8.820504799,0.9969773469,-10.77454449,-6.866465106,0.95,0.01,-6.281543196,0.6444373123,-7.544617119,-5.018469274,0.027,0.01,-11.20347475,1.253722746,-13.66072617,-8.746223316,-8.820504799,0.9371732257,0.01,-8.820504799,0.9371732257,-10.65733057,-6.98367903,0.025,-6.588960849,0.6062148901,-9.000007311,0.9112009468,-10.78592835,-7.214086273,0.002373086791,420.392089,0.009,false,false,false
