model,distribution,persistence,n,tau,scale,replications,valid_wald,bias,bias_mcse,rmse,rmse_mcse,wald_sd,wald_sd_mcse,coverage,coverage_mcse
GJR-GARCH,t8,high,1000,tau_0p05,xi,10000,10000,-0.010484671871163184,0.00047269682354438437,0.04841619328126159,0.00036328200395998174,1.0255868254842513,0.00748673481779662,0.9392,0.002389630933847316
GJR-GARCH,t8,high,1000,tau_0p05,ce,10000,10000,-0.014178045505411154,0.0012846750724983627,0.1292411196303187,0.0055748789569808966,1.0487030987153032,0.008646870308279634,0.942,0.00233743449106066
GJR-GARCH,t4,low,1000,tau_0p01,xi,10000,10000,-0.01037080878264911,0.0015731401277602655,0.1576476372187054,0.001290153426644401,1.087606367378439,0.00851179271237836,0.9312,0.0025311372937871224
GJR-GARCH,t4,low,1000,tau_0p01,ce,10000,10000,-0.0036191335400873087,0.004125613551917472,0.4125566012537579,0.01953954692255323,1.190863887937164,0.013059286947931419,0.9036,0.0029513901809147505
GJR-GARCH,t4,low,1000,tau_0p05,xi,10000,10000,-0.013522441441266674,0.0006389320849226817,0.06530536179947088,0.0005248237819566893,1.051377232571861,0.007812388318805068,0.9302,0.002548096544481782
GJR-GARCH,t4,low,1000,tau_0p05,ce,10000,10000,-0.007454070395264273,0.0018933949610185656,0.18947670834454586,0.005511330558869256,1.0942873708152263,0.013467905131352676,0.9359,0.0024493099028093618
GJR-GARCH,t4,high,1000,tau_0p01,xi,10000,10000,-0.029487797193658218,0.0017117281459309492,0.17368572948233482,0.003530546317159704,1.0859590177443632,0.008496212363816612,0.9307,0.0025396359975398053
GJR-GARCH,t4,high,1000,tau_0p01,ce,10000,10000,-0.037579969071052974,0.004714113438390847,0.47288337495628135,0.027498837699328864,1.164149728496743,0.011797622986677745,0.915,0.0027888169534768673
GJR-GARCH,t4,high,1000,tau_0p05,xi,10000,10000,-0.021753704210379216,0.0006552355044453921,0.06903716373203972,0.0005884346732217385,1.060794830719339,0.00790769269957247,0.9181,0.00274212308257671
GJR-GARCH,t4,high,1000,tau_0p05,ce,10000,10000,-0.01958092172799843,0.0020364407353225715,0.20457315095012069,0.008814664795300728,1.0738594430138342,0.010684580095010323,0.9383,0.002406098709529598
GJR-GARCH,normal,low,2500,tau_0p01,xi,10000,10000,3.301678445114209e-05,0.00036304863984968494,0.036303063710384297,0.00025742307472043536,1.0105528672191644,0.007335794292979481,0.9474,0.0022323359962156232
GJR-GARCH,normal,low,2500,tau_0p01,ce,10000,10000,-1.1299067806607476e-05,0.0008182298974623611,0.08181889927465716,0.001070199941674967,1.0171430121238603,0.00739978878033184,0.9478,0.0022243012385915724
GJR-GARCH,normal,low,2500,tau_0p05,xi,10000,10000,-0.0006322445156370438,0.0002338381187510568,0.023391188740038534,0.00016738216849867976,0.9950242036834535,0.00715806577099169,0.9494,0.0021917946984149764
GJR-GARCH,normal,low,2500,tau_0p05,ce,10000,10000,-0.0008549267376293775,0.0005367157257061266,0.053675697835790036,0.0006711746222122975,1.0081932990648186,0.007216953217700645,0.9491,0.002197935167378691
GJR-GARCH,normal,high,2500,tau_0p01,xi,10000,10000,-0.0066336735129303645,0.000375507746508818,0.038130372343969744,0.0002785802107412959,1.008484547097854,0.007336641701251974,0.946,0.0022601769842204847
GJR-GARCH,normal,high,2500,tau_0p01,ce,10000,10000,-0.00948469406546954,0.0008404251732835211,0.08457185007985832,0.001374648300603565,1.0184717421535683,0.00734875277172149,0.9498,0.0021835741343036656
GJR-GARCH,normal,high,2500,tau_0p05,xi,10000,10000,-0.0035979126076426653,0.00023686606024533795,0.02395713201873752,0.00017008058389162713,0.9986639101645165,0.007164957060609181,0.945,0.0022798026230356006
GJR-GARCH,normal,high,2500,tau_0p05,ce,10000,10000,-0.00554639685825141,0.0005483604107300346,0.055113094809938666,0.0009562045801204548,1.0129381652797305,0.007174579608806513,0.9466,0.0022482980229498045
GJR-GARCH,t8,low,2500,tau_0p01,xi,10000,10000,0.0005188893219120589,0.0005714738188295731,0.05714688022875216,0.0004017786797130031,1.0273476102325225,0.007357859714698379,0.9438,0.0023030753352854096
GJR-GARCH,t8,low,2500,tau_0p01,ce,10000,10000,0.002651087418717668,0.0012759523728081263,0.12761639701382765,0.00200179875334533,1.0432191281748486,0.00780195414152314,0.9388,0.002396968084893915
GJR-GARCH,t8,low,2500,tau_0p05,xi,10000,10000,-0.001292933238719343,0.0002914456240936971,0.029171771523882947,0.00020588501885378065,1.0105001647562717,0.007189681883180465,0.9435,0.0023088471149038865
GJR-GARCH,t8,low,2500,tau_0p05,ce,10000,10000,-0.00018639784892200543,0.0007215708584265432,0.0721537186634101,0.0012312634636840799,1.0283565483021926,0.007244327829156652,0.9427,0.0023241495218681613
GJR-GARCH,t8,high,2500,tau_0p01,xi,10000,10000,-0.00652997960393824,0.000588132739500237,0.05917174939300944,0.0004403106861543049,1.0268593122899947,0.007368029091447411,0.9443,0.0022934147030138265
GJR-GARCH,t8,high,2500,tau_0p01,ce,10000,10000,-0.008874005094412067,0.001301321671165298,0.13042789366837237,0.005020099044765605,1.0317152816007509,0.00746480271349315,0.9453,0.0022739373342288917
GJR-GARCH,t8,high,2500,tau_0p05,xi,10000,10000,-0.0042980214694898315,0.00029522810607045713,0.029832569032134534,0.0002116283808613667,1.014566251989612,0.007218780401915649,0.9396,0.0023822644689454613
GJR-GARCH,t8,high,2500,tau_0p05,ce,10000,10000,-0.005331719261027926,0.0007293062196708157,0.07312161761901692,0.0032712939339981134,1.017860777170328,0.007010901582056719,0.9472,0.002236339866835986
GJR-GARCH,t4,low,2500,tau_0p01,xi,10000,10000,-0.007886773146046713,0.0010201665338620135,0.10231597147572191,0.0009062086427114413,1.0314855606576834,0.007740111231321004,0.9441,0.002297285136851757
GJR-GARCH,t4,low,2500,tau_0p01,ce,10000,10000,-0.006610838612638844,0.002674741761904245,0.2675424898449137,0.010522600428049715,1.0815585836172956,0.008918594610858635,0.9287,0.0025732529996096384
GJR-GARCH,t4,low,2500,tau_0p05,xi,10000,10000,-0.007632615467059006,0.0004311438550873066,0.04378265834368276,0.0005952484497658236,1.0426211408324166,0.007680622870412225,0.9269,0.002603005762575259
GJR-GARCH,t4,low,2500,tau_0p05,ce,10000,10000,-0.005937561748154945,0.001282140996877772,0.1283451055269524,0.004603909231785671,1.0377758402216648,0.009944306782943769,0.9454,0.002271977992851163
GJR-GARCH,t4,high,2500,tau_0p01,xi,10000,10000,-0.016051419080807545,0.0010440833449372206,0.1056298170794094,0.0010569779042693941,1.0312474263030709,0.007794774725483371,0.9441,0.002297285136851757
GJR-GARCH,t4,high,2500,tau_0p01,ce,10000,10000,-0.013578097818499293,0.002652380395788683,0.2655721131034771,0.01311384433968919,1.0600248965352408,0.00836619116801241,0.9342,0.002479321681428208
GJR-GARCH,t4,high,2500,tau_0p05,xi,10000,10000,-0.011123503562206356,0.0004300290520913622,0.0444161824444507,0.0007076603110889987,1.0418270487035743,0.007703453235813342,0.9219,0.0026832888402108326
GJR-GARCH,t4,high,2500,tau_0p05,ce,10000,10000,-0.0072547713676601065,0.0012563197535315155,0.12583499751424002,0.0059229879643300795,1.0121738874790907,0.007587989120097909,0.9487,0.002206089526741832
GJR-GARCH,normal,low,5000,tau_0p01,xi,10000,10000,3.7373734328525534e-05,0.00025800683813193275,0.02579942081706231,0.0001824786116067195,1.0097391743663608,0.007215311664339425,0.9465,0.0022502833154960733
GJR-GARCH,normal,low,5000,tau_0p01,ce,10000,10000,-0.00010109667187457499,0.0005655064939484008,0.05654791216234683,0.000643715594038256,1.0034477503999104,0.007323249295519818,0.952,0.0021376622745419827
GJR-GARCH,normal,low,5000,tau_0p05,xi,10000,10000,-0.00025396097448789534,0.00016608905259761524,0.01661001639165068,0.00011743423270646202,0.9978156767458676,0.00707688698461632,0.9489,0.0022020170299068996
GJR-GARCH,normal,low,5000,tau_0p05,ce,10000,10000,-0.0004186646029540143,0.00037280841395062744,0.03728132815579507,0.00042170085213078456,1.0003844139390567,0.0071680933680141265,0.948,0.002220270253820468
GJR-GARCH,normal,high,5000,tau_0p01,xi,10000,10000,-0.0033341674405018298,0.00026281008555032733,0.02649035700117949,0.0001901831627870052,1.0096699812178527,0.007221758326977801,0.9456,0.0022680529094357567
GJR-GARCH,normal,high,5000,tau_0p01,ce,10000,10000,-0.004720878639428955,0.000569262160931921,0.05711879475627221,0.0007654817295941191,1.0022577018627499,0.007168748873682202,0.9527,0.0021227979178433352
GJR-GARCH,normal,high,5000,tau_0p05,xi,10000,10000,-0.0017670419371875433,0.00016718403082108501,0.01681069565257407,0.00011883390896077224,0.9995719687079937,0.007094131539770078,0.9475,0.002230330692969094
GJR-GARCH,normal,high,5000,tau_0p05,ce,10000,10000,-0.0025903882138603096,0.00037276337813316163,0.037364375002599655,0.0005013171660400606,1.000384786947419,0.007135437970203126,0.9505,0.0021690954335851615
GJR-GARCH,t8,low,5000,tau_0p01,xi,10000,10000,0.00039543234998278074,0.00040050028068751075,0.04004997771006035,0.00028071657413746053,1.002280826065741,0.0071404810684592345,0.9461,0.0022582026038422674
GJR-GARCH,t8,low,5000,tau_0p01,ce,10000,10000,0.0011852949963755504,0.0008815917928681873,0.08816273936683586,0.0012576430251448015,1.0100746260483575,0.007455880716947651,0.9472,0.002236339866835986
GJR-GARCH,t8,low,5000,tau_0p05,xi,10000,10000,-0.0004907440543367829,0.00020430225273623495,0.02043509713819335,0.0001429949645614725,0.9942282172549473,0.006984045090559774,0.9504,0.0021711711125565387
GJR-GARCH,t8,low,5000,tau_0p05,ce,10000,10000,-6.369787024479674e-05,0.0004974060107594562,0.04973815477151819,0.0007706200974894309,1.0003681415570822,0.007317461211294068,0.9488,0.0022040544457884886
GJR-GARCH,t8,high,5000,tau_0p01,xi,10000,10000,-0.0031456337438014142,0.00040648114113427456,0.040767621536094846,0.00029133794155462064,1.0021489653473177,0.007106586338554454,0.9471,0.002238338446258741
GJR-GARCH,t8,high,5000,tau_0p01,ce,10000,10000,-0.004186039162923999,0.0008833255829528089,0.08842727811471542,0.00145414073625181,1.006961476479687,0.007401139911524942,0.9494,0.0021917946984149764
GJR-GARCH,t8,high,5000,tau_0p05,xi,10000,10000,-0.0020058315308765775,0.00020573066211362713,0.020669593328414546,0.0001441385959424979,0.9968018027868715,0.006996028728308419,0.9492,0.0021958907076628374
GJR-GARCH,t8,high,5000,tau_0p05,ce,10000,10000,-0.0024744327752276654,0.0004938959180465569,0.04944907140697154,0.0008282794181446238,1.0019977831736788,0.007253560749473802,0.9486,0.002208122279222779
GJR-GARCH,t4,low,5000,tau_0p01,xi,10000,10000,-0.004598444443463395,0.0007325094056210831,0.07339148053080698,0.0006017652199882341,1.0104063536479808,0.007337469071920125,0.9488,0.0022040544457884886
GJR-GARCH,t4,low,5000,tau_0p01,ce,10000,10000,-0.003875812648637227,0.0020250578917241787,0.20253275219718478,0.012684760562290705,1.0512186881314571,0.008129235781802538,0.9338,0.002486313737242346
GJR-GARCH,t4,low,5000,tau_0p05,xi,10000,10000,-0.0042129508912303205,0.00031659716165301173,0.03193722513175783,0.0003551871674357508,1.0352637964774198,0.00724271484983564,0.9358,0.0024510887376837263
GJR-GARCH,t4,low,5000,tau_0p05,ce,10000,10000,-0.0033237434719969898,0.001023107731566423,0.10235963474508478,0.008143366506590966,1.0191385396721302,0.0075215650869600425,0.944,0.002299217258111987
GJR-GARCH,t4,high,5000,tau_0p01,xi,10000,10000,-0.008668008061404867,0.0007389933141655119,0.07440228112395122,0.0006861115218046955,1.0122857481687617,0.0074093883641512025,0.9474,0.0022323359962156232
GJR-GARCH,t4,high,5000,tau_0p01,ce,10000,10000,-0.010828874949227758,0.002639626889983944,0.2641715315582109,0.042599694103023215,1.03847842388284,0.007768492928874413,0.9394,0.0023859513825725785
GJR-GARCH,t4,high,5000,tau_0p05,xi,10000,10000,-0.0059897186040729624,0.0003143895534795922,0.032002903017314135,0.00045253338805698864,1.0354901344204546,0.007252682542313616,0.9295,0.0025598779267769784
GJR-GARCH,t4,high,5000,tau_0p05,ce,10000,10000,-0.005672444428863646,0.001308243593595963,0.13094074280508397,0.020054065557493287,1.0075299159386033,0.007217207548169879,0.9475,0.002230330692969094
